"id","description","price"
"7709","available in credit","2"
"7710","2 for price 1","3"
"7711","warranty from producer","4"
"7712","special price","4"
"7713","discount item","3"
"7714","goods with gift","2"
"7715","","1"
"7716","regular price","1"
"7717","available in credit","2"
"7718","2 for price 1","2"
"7719","warranty from producer","1"
"7720","special price","1"
"7721","discount item","2"
"7722","goods with gift","3"
"7723","","3"
"7724","regular price","7"
"7725","available in credit","6"
"7726","2 for price 1","8"
"7727","warranty from producer","9"
"7728","special price","3"
"7729","discount item","2"
"7730","goods with gift","4"
"7731","","5"
"7732","regular price","1"
"7733","2 for price 1","2"
"7734","available in credit","2"
"7735","warranty from producer","1"
"7736","special price","5"
"7737","discount item","4"
"7738","goods with gift","3"
"7739","","2"
"7740","regular price","1"
"7741","available in credit","5"
"7742","2 for price 1","4"
"7743","warranty from producer","5"
"7744","special price","4"
"7745","discount item","1"
"7746","goods with gift","2"
"7747","","3"
"7748","regular price","4"
"7749","available in credit","5"
"7750","2 for price 1","2"
"7751","warranty from producer","1"
"7752","special price","1"
"7753","discount item","2"
"7754","goods with gift","2"
"7755","","2"
"7756","regular price","1"
"7757","2 for price 1","1"
"7758","available in credit","1"
"7759","warranty from producer","2"
"7760","special price","3"
"7761","discount item","4"
"7762","goods with gift","1"
"7763","","2"
"7764","regular price","10"
"7765","available in credit","15"
"7766","2 for price 1","11"
"7767","warranty from producer","12"
"7768","special price","10"
"7769","discount item","15"
"7770","goods with gift","11"
"7771","","12"
"7772","special price","250"
"7773","discount item","300"
"7774","goods with gift","350"
"7775","","450"
"7776","regular price","1050"
"7777","available in credit","750"
"7778","2 for price 1","850"
"7779","warranty from producer","950"
"7780","special price","1150"
"7781","discount item","1250"
"7782","goods with gift","1050"
"7783","","1600"
"7784","regular price","1000"
"7785","available in credit","1050"
"7786","2 for price 1","950"
"7787","warranty from producer","960"
"7788","special price","150"
"7789","discount item","250"
"7790","goods with gift","350"
"7791","","450"
"7792","regular price","50"
"7793","warranty from producer","60"
"7794","available in credit","70"
"7795","2 for price 1","55"
"7796","special price","150"
"7797","discount item","140"
"7798","goods with gift","130"
"7799","","120"
"7800","regular price","50"
"7801","available in credit","100"
"7802","2 for price 1","90"
"7803","warranty from producer","80"
"7804","special price","10"
"7805","discount item","50"
"7806","goods with gift","20"
"7807","","25"
"7808","regular price","250"
"7809","available in credit","200"
"7810","2 for price 1","20"
"7811","warranty from producer","150"
"7812","special price","20"
"7813","discount item","10"
"7814","goods with gift","15"
"7815","","16"
"7816","regular price","1"
"7817","available in credit","2"
"7818","2 for price 1","3"
"7819","warranty from producer","4"
"7820","special price","4"
"7821","discount item","3"
"7822","goods with gift","2"
"7823","","1"
"7824","regular price","1"
"7825","available in credit","2"
"7826","2 for price 1","2"
"7827","warranty from producer","1"
"7828","special price","1"
"7829","discount item","2"
"7830","goods with gift","3"
"7831","","3"
"7832","regular price","7"
"7833","available in credit","6"
"7834","2 for price 1","8"
"7835","warranty from producer","9"
"7836","special price","3"
"7837","discount item","2"
"7838","goods with gift","4"
"7839","","5"
"7840","regular price","1"
"7841","2 for price 1","2"
"7842","available in credit","2"
"7843","warranty from producer","1"
"7844","special price","5"
"7845","discount item","4"
"7846","goods with gift","3"
"7847","","2"
"7848","regular price","1"
"7849","available in credit","5"
"7850","2 for price 1","4"
"7851","warranty from producer","5"
"7852","special price","4"
"7853","discount item","1"
"7854","goods with gift","2"
"7855","","3"
"7856","regular price","4"
"7857","available in credit","5"
"7858","2 for price 1","2"
"7859","warranty from producer","1"
"7860","special price","1"
"7861","discount item","2"
"7862","goods with gift","2"
"7863","","2"
"7864","regular price","1"
"7865","2 for price 1","1"
"7866","available in credit","1"
"7867","warranty from producer","2"
"7868","special price","3"
"7869","discount item","4"
"7870","goods with gift","1"
"7871","","2"
"7872","regular price","10"
"7873","available in credit","15"
"7874","2 for price 1","11"
"7875","warranty from producer","12"
"7876","special price","10"
"7877","discount item","15"
"7878","goods with gift","11"
"7879","","12"
"7880","special price","250"
"7881","discount item","300"
"7882","goods with gift","350"
"7883","","450"
"7884","regular price","1050"
"7885","available in credit","750"
"7886","2 for price 1","850"
"7887","warranty from producer","950"
"7888","special price","1150"
"7889","discount item","1250"
"7890","goods with gift","1050"
"7891","","1600"
"7892","regular price","1000"
"7893","available in credit","1050"
"7894","2 for price 1","950"
"7895","warranty from producer","960"
"7896","special price","150"
"7897","discount item","250"
"7898","goods with gift","350"
"7899","","450"
"7900","regular price","50"
"7901","warranty from producer","60"
"7902","available in credit","70"
"7903","2 for price 1","55"
"7904","special price","150"
"7905","discount item","140"
"7906","goods with gift","130"
"7907","","120"
"7908","regular price","50"
"7909","available in credit","100"
"7910","2 for price 1","90"
"7911","warranty from producer","80"
"7912","special price","10"
"7913","discount item","50"
"7914","goods with gift","20"
"7915","","25"
"7916","regular price","250"
"7917","available in credit","200"
"7918","2 for price 1","20"
"7919","warranty from producer","150"
"7920","special price","20"
"7921","discount item","10"
"7922","goods with gift","15"
"7923","","16"
"7924","regular price","1"
"7925","available in credit","2"
"7926","2 for price 1","3"
"7927","warranty from producer","4"
"7928","special price","4"
"7929","discount item","3"
"7930","goods with gift","2"
"7931","","1"
"7932","regular price","1"
"7933","available in credit","2"
"7934","2 for price 1","2"
"7935","warranty from producer","1"
"7936","special price","1"
"7937","discount item","2"
"7938","goods with gift","3"
"7939","","3"
"7940","regular price","7"
"7941","available in credit","6"
"7942","2 for price 1","8"
"7943","warranty from producer","9"
"7944","special price","3"
"7945","discount item","2"
"7946","goods with gift","4"
"7947","","5"
"7948","regular price","1"
"7949","2 for price 1","2"
"7950","available in credit","2"
"7951","warranty from producer","1"
"7952","special price","5"
"7953","discount item","4"
"7954","goods with gift","3"
"7955","","2"
"7956","regular price","1"
"7957","available in credit","5"
"7958","2 for price 1","4"
"7959","warranty from producer","5"
"7960","special price","4"
"7961","discount item","1"
"7962","goods with gift","2"
"7963","","3"
"7964","regular price","4"
"7965","available in credit","5"
"7966","2 for price 1","2"
"7967","warranty from producer","1"
"7968","special price","1"
"7969","discount item","2"
"7970","goods with gift","2"
"7971","","2"
"7972","regular price","1"
"7973","2 for price 1","1"
"7974","available in credit","1"
"7975","warranty from producer","2"
"7976","special price","3"
"7977","discount item","4"
"7978","goods with gift","1"
"7979","","2"
"7980","regular price","10"
"7981","available in credit","15"
"7982","2 for price 1","11"
"7983","warranty from producer","12"
"7984","special price","10"
"7985","discount item","15"
"7986","goods with gift","11"
"7987","","12"
"7988","special price","250"
"7989","discount item","300"
"7990","goods with gift","350"
"7991","","450"
"7992","regular price","1050"
"7993","available in credit","750"
"7994","2 for price 1","850"
"7995","warranty from producer","950"
"7996","special price","1150"
"7997","discount item","1250"
"7998","goods with gift","1050"
"7999","","1600"
"8000","regular price","1000"
"8001","available in credit","1050"
"8002","2 for price 1","950"
"8003","warranty from producer","960"
"8004","special price","150"
"8005","discount item","250"
"8006","goods with gift","350"
"8007","","450"
"8008","regular price","50"
"8009","warranty from producer","60"
"8010","available in credit","70"
"8011","2 for price 1","55"
"8012","special price","150"
"8013","discount item","140"
"8014","goods with gift","130"
"8015","","120"
"8016","regular price","50"
"8017","available in credit","100"
"8018","2 for price 1","90"
"8019","warranty from producer","80"
"8020","special price","10"
"8021","discount item","50"
"8022","goods with gift","20"
"8023","","25"
"8024","regular price","250"
"8025","available in credit","200"
"8026","2 for price 1","20"
"8027","warranty from producer","150"
"8028","special price","20"
"8029","discount item","10"
"8030","goods with gift","15"
"8031","","16"
"8032","regular price","1"
"8033","available in credit","2"
"8034","2 for price 1","3"
"8035","warranty from producer","4"
"8036","special price","4"
"8037","discount item","3"
"8038","goods with gift","2"
"8039","","1"
"8040","regular price","1"
"8041","available in credit","2"
"8042","2 for price 1","2"
"8043","warranty from producer","1"
"8044","special price","1"
"8045","discount item","2"
"8046","goods with gift","3"
"8047","","3"
"8048","regular price","7"
"8049","available in credit","6"
"8050","2 for price 1","8"
"8051","warranty from producer","9"
"8052","special price","3"
"8053","discount item","2"
"8054","goods with gift","4"
"8055","","5"
"8056","regular price","1"
"8057","2 for price 1","2"
"8058","available in credit","2"
"8059","warranty from producer","1"
"8060","special price","5"
"8061","discount item","4"
"8062","goods with gift","3"
"8063","","2"
"8064","regular price","1"
"8065","available in credit","5"
"8066","2 for price 1","4"
"8067","warranty from producer","5"
"8068","special price","4"
"8069","discount item","1"
"8070","goods with gift","2"
"8071","","3"
"8072","regular price","4"
"8073","available in credit","5"
"8074","2 for price 1","2"
"8075","warranty from producer","1"
"8076","special price","1"
"8077","discount item","2"
"8078","goods with gift","2"
"8079","","2"
"8080","regular price","1"
"8081","2 for price 1","1"
"8082","available in credit","1"
"8083","warranty from producer","2"
"8084","special price","3"
"8085","discount item","4"
"8086","goods with gift","1"
"8087","","2"
"8088","regular price","10"
"8089","available in credit","15"
"8090","2 for price 1","11"
"8091","warranty from producer","12"
"8092","special price","10"
"8093","discount item","15"
"8094","goods with gift","11"
"8095","","12"
"8096","special price","250"
"8097","discount item","300"
"8098","goods with gift","350"
"8099","","450"
"8100","regular price","1050"
"8101","available in credit","750"
"8102","2 for price 1","850"
"8103","warranty from producer","950"
"8104","special price","1150"
"8105","discount item","1250"
